2023-08-16 12:13:26.4302|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. |url: |action: |
2023-08-16 12:13:26.4302|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. |url: |action: |
2023-08-16 12:13:26.4387|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" received SETTINGS frame for stream ID 0 with length 30 and flags NONE. |url: |action: |
2023-08-16 12:13:26.4387|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. |url: |action: |
2023-08-16 12:13:26.4387|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. |url: |action: |
2023-08-16 12:13:26.4387|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" received HEADERS frame for stream ID 1 with length 2605 and flags END_STREAM, END_HEADERS, PRIORITY. |url: |action: |
2023-08-16 12:13:26.4882|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. |url: |action: |
2023-08-16 12:13:26.6026|0|TRACE|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|All hosts are allowed. |url: https://localhost/swagger/index.html|action: |
2023-08-16 12:13:27.1079|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS. |url: https://localhost/swagger/index.html|action: |
2023-08-16 12:13:27.3789|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" sending DATA frame for stream ID 1 with length 1024 and flags NONE. |url: |action: |
2023-08-16 12:13:27.3789|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" sending DATA frame for stream ID 1 with length 1024 and flags NONE. |url: |action: |
2023-08-16 12:13:27.3789|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" sending DATA frame for stream ID 1 with length 1024 and flags NONE. |url: |action: |
2023-08-16 12:13:27.3789|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" sending DATA frame for stream ID 1 with length 1024 and flags NONE. |url: |action: |
2023-08-16 12:13:27.3789|0|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMSU1SHMRT8L" sending DATA frame for stream ID 1 with length 999 and flags NONE. |url: |action: |
